P_Code,Longitud_E,Latitude_N,ACS_CODE,CAD_CODE,Governorate,Governorate_Arabic,District,District_Arabic,C_Ref_name,Village,Name of Health Facility,Short_Name,Name From MOPH List Arabic,"Focal Points at Health Facilities 

",Telephone,Fax,Mobile,E-mail,MOPH Network  (180)  March 2015,Added to the initial IfS list_March2015,MOPH Under probation_as of March2015 by MOPH, SUBSIDIZED SERVICES (3-5 consultation fees)  (YES)  / OR FULL PHC PRICE CHARGED TO REFUGEES ( NO) ,Funded by UNHCR 2015,Other Funding Agencies or  MOSA,Supported_By IP,Operational Status  (YES or NO),SOLAR FRIDGE NEED (PLEASE INSERT YES or NO ) Cold chain for vaccines,Other  Organization EN,Other  Organization Ar
32133_31_001,35.83020081,34.27787888,32133,32031,North,الشمال,El Koura,الكورة,Bhabbouch El-Koura,Bhabbouch,Bhabbouch medico social center,Bhabbouch medico social center,الصحي الإجتماعي - بحبوش,Nada Ismail,06-950344,,03-707335 / 76-161201,markaztoubi@outlook.com,New180,Old_list_ifs,No,No,No,MOSA,No,Yes,No,development of 5 villages association ,جمعية انعاش القرى الخمس
32137_31_001,35.85110978,34.30042883,32137,32018,North,الشمال,El Koura,الكورة,Kousba,Kosba,Kosba government center,Kosba government center,مستوصف بلدية كوسبا,Dr.Michel Khoury,06-511900,06-510016,03-408208,kousbamedicalcenter@hotmail.com,New180,Old_list_ifs,No,No,No,Municipality,No,Yes,No,MOPH-Municipality, وزارة الصحة العامة / بلدية كوسبا
32185_31_001,35.845791,34.39315,32185,32001,North,الشمال,El Koura,الكورة,Ras Masqa,Dahr el Ain - Koura,CARITAS  Lebanon Primary Health Care Center ,CARITAS  Lebanon Primary Health Care Center ,,,06-415881,,,,No,No,No,Yes,No,CARITAS,No,Yes,No,Caritas Liban ,
37391_31_001,36.0118,34.41241,37391,37034,North,الشمال,El Minieh-Dennie,المنية الضنية,Bakhaaoun,Bakhoun /dennieh,Bakhoun social development center,Bakhoun social development center,الخدمات الإنماثية - بخعون,hassna romanos,06-242012,,70-174573,mosa-bakhoun@hotmail.com,New180,Old_list_ifs,No,Yes,No,MOSA,No,Yes,No,MOSA& the municipality, وزارة الشؤون الاجتماعية وبلدية بخعون
37231_31_001,35.87313889,34.45336389,37231,37017,North,الشمال,El Minieh-Dennie,المنية الضنية,Beddaoui,El Beddaoui,Nahda Clinic,Nahda Clinic,,"Mohamad Riyad Ghonrawi 
",06-387756 / 06-387755,,,,No,Old_list_ifs,No,Yes,Yes,No,IMC,Yes,Yes,UNHCR/IMC,
37343_31_001,36.03476,34.42124,37343,37064,North,الشمال,El Minieh-Dennie,المنية الضنية,Btermaz,Btormaz /dennieh,Iman medical center btormaz,Iman medical center btormaz,الإيمان الطبي - بطرماز,Dr.ghinwa farik,06-494149,06-434934,,imatri@inco.com.lb,New180,Old_list_ifs,No,Yes,No,IMA,No,Yes,No,Directed by islamic medical association,الجمعية الطبية الاسلامية
37381_31_001,35.96554976,34.47426726,37381,37027,North,الشمال,El Minieh-Dennie,المنية الضنية,Merkebta,dennieh,beit alfks health center,beit alfks health center,بيت الفقس,mohamad osman,06-260096,,70-509392,awada_yousef@hotmail.com,New180,Old_list_ifs,No,No,No,Al Nahda Association,No,Yes,No,directed by annahda social and development charity association, مراكز وزارة الصحة العامة بادارة جمعية النهضة الخيرية الاجتماعية بيت الفقس
37271_31_001,35.94251111,34.47646944,37271,37020,North,الشمال,El Minieh-Dennie,المنية الضنية,Minie,El Minie,Al Nahda Association,Al Nahda Association,,Mr. Abdel-hakim,,,03-259976,,No,Old_list_ifs,No,Yes,Yes,No,IMC,Yes,Yes,UNHCR/IMC,
37271_31_002,35.93874979,34.48546258,37271,37020,North,الشمال,El Minieh-Dennie,المنية الضنية,Minie,Menieh,Menieh governmental center,Menieh governmental center,مركز الرعاية الصحية الأولية - المنية,Dr.Kazem skaff,06-461981,06-461942,03-872242,,New180,Old IFS,No,No,No,No,No,Yes,No,Directed by MOPH, وزارة الصحة العامة
37261_31_001,35.9222696,34.46533297,37261,37045,North,الشمال,El Minieh-Dennie,المنية الضنية,Nabi Youcheaa,Menieh,Deir amar municipality dispensary,Deir amar municipality dispensary,دير عمار الصحي البلدي,Dr.Nazih dheibi,06-461411,06-463464,03-945410,deir-ammar@hotmail.com,New180,Old IFS,No,Yes,No,No,No,Yes,No,Directed by municipality of deir ommar,بلدية دير عمار
37311_31_001,36.02861111,34.38361111,37311,37038,North,الشمال,El Minieh-Dennie,المنية الضنية,Sir Ed-Danniye,Sir El Denniyeh,Al Iman PHCc,Al Iman PHCc,,Mahmoud el-sayed ,06-490149,,,md_2007@hotmail.com,No,Old_list_ifs,No,Yes,Yes,IMA,Yes,Yes,Yes,UNHCR/Islamic medical association / IMC,
31176_31_001,35.81185093,34.44955856,31176,31012,North,الشمال,Tripoli,طرابلس,Mina N 2,El Mina,Al Iman Medical Center,Al Iman Medical Center,,Moustafa Selhdar,06-211770,06-434934,71-680646,basima_asmar@hotmail.com,New180,Old IFS,No,Yes,Yes,IMA,Yes,Yes,No,Islamic medical association / IMC,الجمعية الطبية الاسلامية
31116_31_001,35.84051453,34.43162721,31116,31001,North,الشمال,Tripoli,طرابلس,"Trablous El-Haddadine, El-Hadid, El-Mharta",alhaddadeen,Alazm wassadeh dispensary,Alazm wassadeh dispensary,مستوصف العزم والسعادة,Dr.Salah ghandour,06-432100,06-425400,70-105145 / 03-879143,sghandour@azmsaade.org,New180,Old IFS,No,Yes,No,Alazm wassadeh,No,Yes,No,Directed by alazm wassaadeh association,جمعية العزم و السعادة
31151_31_001,35.850097,34.437361,31151,31009,North,الشمال,Tripoli,طرابلس,Trablous El-Qobbe,Qoubbe,Qobbe Medical center,Qobbe Medical center,,Haytham El Mir ,06-385585,,70-411654,,No,Old_list_ifs,No,No,No,No,No,Yes,No,IMC,
31151_31_002,35.85087389,34.43761937,31151,31009,North,الشمال,Tripoli,طرابلس,Trablous El-Qobbe,Tripoli/Kobba,Kobba islamic center,Kobba islamic center,القبة الاسلامي,Dr.Maaz Jrad,06-385685,06-441753,70-838657,mostawsef@hotmail.com,New180,Old_list_ifs,No,Yes,No,Tawhid Islamic association,No,Yes,No,Tawhid islamic association,جمعية التوحيد الاسلامية
31141_31_001,35.84570086,34.43741857,31141,31007,North,الشمال,Tripoli,طرابلس,Trablous Es-Souayqa,Tripoli,Al Zahraa Clinic - Jabal Mohsen,Al Zahraa Clinic - Jabal Mohsen,الزهراء الطبي الخيري,Ali deeb Assad / Claudia - Medical Team Leader,06-380344,06-391236,03-489537,alzahraa.medical.clinic@gmail.com,New180,Old_list_ifs,No,Yes,No,MSF-CH,No,Yes,No,Directed by municipality &Alawieh charity leagu / MSF-Ch,بلدية طرابلس و الرابطة الخيرية العلوية
31161_31_001,35.846811,34.439561,31161,31008,North,الشمال,Tripoli,طرابلس,Trablous et Tabbaneh,Tabbeneh /tripoli,Alrahmeh medical center,Alrahmeh medical center,مركز الرحمة الطبي,Chawki chbeeb,06-380283,,03-225590,center_rahme@live.com,New180,Old_list_ifs,No,Yes,No,Municipality,No,Yes,No,Tripoli municipality, مؤسسات اهلية وبلديات
31121_31_001,35.837345,34.437405,31121,31002,North,الشمال,Tripoli,طرابلس,Trablous Et-Tell,Trablous Et-Tell,Makarem Al Akhlak PHC,Makarem Al Akhlak PHC,مستوصف مكارم الأخلاق ,,06-426 322,,,,No,Old_list_ifs,No,Yes,No,IMC,Yes,Yes,Yes,BPRM/IMC,
31111_31_001,35.842192,34.426014,31111,31016,North,الشمال,Tripoli,طرابلس,Trablous Ez-Zeitoun,Abou Samra,Al Bachaer  PHCC,Al Bachaer  PHCC,,,,,03-107308,,No,No,No,Yes,No,QRC,No,Yes,No,QRC (Qatari Red Crescent),
31111_31_002,35.83983101,34.42613878,31111,31016,North,الشمال,Tripoli,طرابلس,Trablous Ez-Zeitoun,Dawar abou ali/ tripoli,Hariri medical center/tripoli,Hariri medical center/tripoli,مديرية الصحة - طرابلس - مؤسسة رفيق الحريري,Dareen almoghrabi,06-392020,06-392021,70-293715,dareen.moghrabi@haririmed.org,New180,Old IFS,No,No,No,Hariri foundation,No,Yes,No,Directed by hariri foundation, مراكز وزارة الصحة العامة بادارة مؤسسة رفيق الحريري
31111_31_003,35.85263121,34.43011884,31111,31016,North,الشمال,Tripoli,طرابلس,Trablous Ez-Zeitoun,Tripoli,Caritas Lebanon Migrants Center - CLMC,Caritas Lebanon Migrants Center - CLMC,,Sally Bourji,06-412995,,71-656794,,No,No,No,Yes,No,CARITAS,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
31111_31_004,35.85263121,34.43011884,31111,31016,North,الشمال,Tripoli,طرابلس,Trablous Ez-Zeitoun,Tripoli,Dar El Zahraa Hospital - Abu Samra,Dar El Zahraa Hospital - Abu Samra,,Claudia - Medical Team Leader,,,78-808141 / 78-808353,msfch-tripoli-mtl@geneva.msf.org,No,No,No,Yes,No,MSF-CH,No,Yes,No,MSF-Ch,
31111_31_005,35.85263121,34.43011884,31111,31016,North,الشمال,Tripoli,طرابلس,Trablous Ez-Zeitoun,Tripoli,Al Dawa Clinic - Tabbaneh,Al Dawa Clinic - Tabbaneh,,Claudia - Medical Team Leader,,,78-808141 / 78-808353,msfch-tripoli-mtl@geneva.msf.org,No,No,No,Yes,No,MSF-CH,No,Yes,No,MSF-Ch,
31111_31_007,35.85414774,34.43315958,31111,31016,North,الشمال,Tripoli,طرابلس,Trablous Ez-Zeitoun,Tripoli /tell,Ibn sina medico-social center,Ibn sina medico-social center,ابن سينا الصحي الاجتماعي - الإسعاف الشعبي,hassan thleijeh,06-431120,06-445335,71-346696,ibnsina76@hotmail.com,New180,Old IFS,No,No,No,Lebanese assistance committee,No,Yes,No,Lebanese assistance committee,هيئة الاسعاف الشعبي
31166_31_001,35.83118907,34.4361329,31166,31015,North,الشمال,Tripoli,طرابلس,Trablous jardins,Tripoli,Karameh PHC,Karameh PHC,مستوصف الكرامة الخيري,Dr.Maha kerek,06-434700,06-430089,03-658086,el-karameh@hotmail.com,New180,Old IFS,No,No,No,Al Karameh Charity,No,Yes,No,alkarameh charity association / IOCC / ACT ALLIANCE ,الكرامة الخيري
31166_31_002,35.84145477,34.44693534,31166,31015,North,الشمال,Tripoli,طرابلس,Trablous jardins,Tripoli/Zhrieh,Governmental central dispensary,Governmental central dispensary,المستوصف المركزي- طرابلس,Dr. Safwan Nouchi,06-423893,06-425428,03-371860,moudy@yours.com,New180,Old_list_ifs,No,No,No,No,No,Yes,No,MOPH, وزارة الصحة العامة
33139_31_001,35.90727071,34.36980867,33139,33021,North,الشمال,Zgharta,زغرتا,Khaldiye,Khaldieh,Khaldieh medico-social center,Khaldieh medico-social center,الطبي الاجتماعي -  الخالدية - فرسان مالطا,Soeur seline Nahra,06-662040,06-669626,,osmkhaldieh@gmail.com,New180,Old IFS,No,Yes,No,OSM,No,Yes,No,directed by ordre souverrains  de malte,منظمة فرسان مالطا
33251_31_001,35.92227,34.33782,33251,33036,North,الشمال,Zgharta,زغرتا,Miziara,Meziara,Meziara charity dispensary,Meziara charity dispensary,مستوصف مزيارة الخيري,George abdallah,06-570541,,03-422765,georgem.abdallah@hotmail.com,New180,Old_list_ifs,No,No,No,Miziara youth club & Municipality,No,Yes,No,Meziarah youth club& municipality,نادي شبيبة مزيارة / البلدية
33111_31_001,35.89769837,34.40018178,33111,33004,North,الشمال,Zgharta,زغرتا,Zgharta,Zgharta,Jihan frenjieh social development center,Jihan frenjieh social development center,مركز جيهان فرنجية للخدمات الإنمائية,Zeina franjieh,06-660454,,03-320631,georginafrangieh-b@hotmail.com,New180,Old_list_ifs,No,Yes,No,MOSA,No,Yes,No,MOSA, وزارة الشؤون الاجتماعية
63111_31_001,35.58174,33.54025,63111,63005,South,الجنوب,Jezzine,جزين,Jezzine,jezzine,Jezzine government center,Jezzine government center,مركز جزين الصحي,Dr. Marise Karam,07-780106,,03-270728,kmarise@hotmail.com,No,No,No,No,No,No,No,No,No,the center is within jezzine governmental hospital,بلدية جزين
63277_31_001,35.52715103,33.54876036,63277,63016,South,الجنوب,Jezzine,جزين,Roum,Roum,Roum medical center,Roum medical center,الطبي الاجتماعي -  روم,Sr.Hoda shibly,07-810131,07-810130,76-887320,cteroum@yahoo.com / habibocds@yahoo.com,New180,Old_list_ifs,No,No,No,No,No,No,No,directed by ordre souverrains  de malte,منظمة فرسان مالطا
61335_31_001,35.384,33.52921,61335,61015,South,الجنوب,Saida,صيدا,Darb Es-Sim,"Saida, near Ain Helwe camp",Rafik Hariri Foundation ,Rafik Hariri Foundation ,مديرية الصحة - عين الحلوة - مؤسسة رفيق الحريري,Hala Hably,07-753502,,03-779933,halahabli@hotmail.com,New180,Old IFS,No,No,No,No,No,No,No,Directed by Hariri association / IOCC/ACT ALLIANCE,موسسة رفيق الحريري 
61447_31_001,35.35740129,33.41567068,61447,61041,South,الجنوب,Saida,صيدا,Ghassaniye,Ghassanieh,Ghassanieh Municipality center,Ghassanieh Municipality center,مركز الغسانية الصحي البلدي,Dr. Mohamad kojok,07-420639,,03-882154,ghassaniyah_clinic@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Municipality of ghassaniyah,البلدية
61311_31_001,35.37034131,33.51504048,61311,61004,South,الجنوب,Saida,صيدا,Ghaziye,Ghazieh,Ghazie Health Center - Association of Charity ,Ghazie Health Center Association of Charity ,الغازية الصحي / جمعية البروالاحسان,Radwan khalifeh,07-223600,,03-309156,,New180,Old IFS,No,Yes,No,No,No,No,No,Directed by elbirr walihsan association / CLMC,جمعية البر و الاحسان
61311_31_002,35.37034131,33.51857048,61311,61004,South,الجنوب,Saida,صيدا,Ghaziye,ghazieh,Imam Mahdi -Ghazieh,Imam Mahdi -Ghazieh,الامام المهدي الغازية,hassan Mazloum,07-220140,,70-782044,nadar123@hotmail.com,New180,Old IFS,No,No,No,No,No,No,No,Directed by Islamic health society,الهيئة الصحية الاسلامية
61159_31_001,35.40700126,33.55829039,61159,61005,South,الجنوب,Saida,صيدا,Haret Saida,Saida,MOSA SDC - Haret Saida,MOSA SDC - Haret Saida,الخدمات الانمائية حارة صيدا,Mohamad Saad,07-751398,07-733148,71-182186,msaad1@hotail.com,New180,Old_list_ifs,Probation,No,No,No,No,No,No,MOSA, وزارة الشؤون الاجتماعية وبلديات
61493_31_001,35.44752116,33.50880047,61493,61062,South,الجنوب,Saida,صيدا,Kfar Hatta Saida,kafar hatta,Kafarhatta medical center,Kafarhatta medical center,مركز كفرحتى,Amne Darwich,07-215660,,71-520089,kfarhata@imamsadrfoundation.org.lb,New180,Old IFS,No,No,No,No,No,No,No,Directed by Imam Sadr foundation,موسسات الامام الصدر
61469_31_001,35.349869,33.478667,61469,61049,South,الجنوب,Saida,صيدا,Mazraat 'Mseileh,Msyleh,Al Kayan-Msyleh,Al Kayan-Msyleh,,Nivine Jaara           ,,,71-332628,,No,No,No,Yes,No,No,IOM,No,Yes,IOM,
61463_31_001,35.3828,33.44919,61463,61046,South,الجنوب,Saida,صيدا,Merouaniye,Marwanieh,Kayan medical center/Marwanieh,Kayan medical center/Marwanieh,مركز الكيان الطبي - المروانية,Chadi Darwish,07-506777,07-506880,03-908553,nivinejaara@gmail.com,New180,Old_list_ifs,No,No,Yes,No,IMC,No,No,directed by alkayan association,جمعية تجمع لبنان الواحد الكيان
61451_31_001,35.33862397,33.43315578,61451,61042,South,الجنوب,Saida,صيدا,Qaaqaiyet Es-Snaoubar,kayaa-Saida,Nazih elbizri medical center,Nazih elbizri medical center,الدكتور نزيه البزري الصحي,May Hashisho,07-727512,07-729512,09-842662,hc@almoasat.org / almoasat@almoasat.org,New180,Old IFS,No,Yes,Yes,No,IMC,Yes,No,directed by al Moasat association,جمعية المواساة
61347_31_001,35.37780129,33.5040405,61347,61054,South,الجنوب,Saida,صيدا,Qennarit,Kennarit,Kennarit municipality health center,Kennarit municipality health center,مركز قناريت الصحي البلدي,noura khalifeh,07-220658,07-223777,03-681995,kinarite_healthcare@live.com,New180,Old_list_ifs,Probation,No,No,No,No,No,No,Directed by the municipality, بلديات
61115_31_001,35.368356,33.563616,61115,61002,South,الجنوب,Saida,صيدا,Saida El-Qadimeh,Saida El-Qadimeh,Rafik Hariri Foundation ,Rafik Hariri Foundation ,,Hala Hably,07 - 753503,,03-779933,halahabli@hotmail.com,No,No,No,No,No,No,No,No,No,Directed by Hariri association / IOCC/ACT ALLIANCE,موسسة رفيق الحريري 
61119_31_001,35.3706734,33.55632861,61119,61003,South,الجنوب,Saida,صيدا,Saida Ed-Dekermane,Saida -Labors city,Maarouf Saad dispensary,Maarouf Saad dispensary,مستوصف الشهيد معروف سعد,Ahmad Kassem,07-722393,07-723323,03-252391,wafaa-jammoul1@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,directedby Maarouf Saad foundation,مؤسسة الشهيد معروف سعد
61119_31_002,35.37283208,33.56086127,61119,61003,South,الجنوب,Saida,صيدا,Saida Ed-Dekermane,Ain alhelweh,Saida PHC center,Saida PHC center,مركز الرعاية الصحية الاولية/صيدا الحكومي,Dr.ali Abdeljawad,07-739610 / 07-739405,07-751336,03-234588,saida.gov.hospital@hotmail.com,New180,Old IFS,No,No,No,No,No,No,No,the center is within Saida governmental hospital,وزارة الصحة العامة / ادارة عامة
61119_31_003,35.375,33.56385,61119,61003,South,الجنوب,Saida,صيدا,Saida Ed-Dekermane,Saida,Caritas Lebanon Migrants Center (CLMC) - Community Center,Caritas Lebanon Migrants Center and CCenter,المركز الصحي الاجتماعي- كاريتاس - صيدا,Lama Gerges,07-739607,,03-182583,,New180,Old_list_ifs,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
61119_31_004,35.377065,33.542835,61119,61003,South,الجنوب,Saida,صيدا,Saida Ed-Dekermane,Ain Al Helweh camp,"Human Call/MSF has
own clinic ","Human Call/MSF has
own clinic ",,,07-733686,,,,No,No,No,Yes,No,No,MSF-CH,No,No,MSF-Ch,
61449_31_001,35.29208143,33.45362063,61449,61019,South,الجنوب,Saida,صيدا,Sarafand,Sarafand,The Lebanese Association for the Handicapped,The Lebanese Association for the Handicapped,مركز الجمعية اللبنانية لرعاية المعوقين- الصرفند,Dr.Maha Chouman Gebaey,07-441010 / 07-441020,07-441030,03-684243,smarzbeeb@hotmail.com / lwah@lwah.org.lb,New180,Old IFS,No,No,No,No,No,No,No,Directed by the Lebanese association for handicaps / IMC,الجمعية اللبنانية لرعاية المعوقين
61449_31_002,35.29875,33.46317,61449,61019,South,الجنوب,Saida,صيدا,Sarafand,srebta -Sarafand,Srebta health center,Srebta health center,مستوصف جمعية  سربتا,Hiam  khalifeh,07-443123,,03-067206,hiadoudi@yahoo.com,New180,Old IFS,No,Yes,No,No,PU-AMI,No,Yes,PU-AMI,جمعية سربتا
61383_31_001,35.42121121,33.51299047,61383,61059,South,الجنوب,Saida,صيدا,Tanbourit,Tanbourit,Tanbourit Municipal Health Center,Tanbourit Municipal Health Center,مركز طنبوريت الصحي البلدي,Leila Saad  ,07-205722,07-205558,71-781491,baladiyati2012@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Municipality of Tanbourit,بلدية طنبوريت
61427_31_001,35.3319413,33.34173082,61427,61084,South,الجنوب,Saida,صيدا,Zrariye,Zrarieh,Zrarieh lebanese Red cross,Zrarieh lebanese Red cross,الصليب الاحمر الزرارية,Dr.Imad kharroubi,07-305610,07-224140,,ph.sarah.abady@gmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,directed by Lebanese Red Cross,جمعية الصليب الاحمر اللبناني
62217_31_001,35.3010013,33.22506106,62217,62019,South,الجنوب,Sour,صور,Aaytit,Ayteet,Ayteet family medicine center,Ayteet family medicine center,مركز طب العائلة عيتيت,Dr. Khalil saad,07-431156,,03-294185,lama_621@hotmail.com / ossama_tohmeh@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Directed by Islamic health society,الهيئة الصحية الاسلامية
62221_31_001,35.36651,33.26137,62221,62040,South,الجنوب,Sour,صور,Bafliye,Beflay,Beflay charity center,Beflay charity center,مستوصف بافليه الخيري,Ali hussein Diya,07-415177,07-415177,03-558937,mus.beflaih@hotmail.com,No,Old_list_ifs,No,No,No,No,No,No,No,Directed by municipality and beflay charity association,الجمعية الخيرية الانمائية بافليه / البلدية
62246_31_001,35.26826137,33.25191102,62246,62005,South,الجنوب,Sour,صور,Bazouriye,Bazourieh ,Amel Primary Health Care center Bazourieh,Amel Primary Health Care center Bazourieh,المركز الصحي الاجتماعي- عامل/ البازورية,Rajaa Abboud,07-375135,,70-801420,aboud.rajaa@hotmail.com / info@amel.org.lb,New180,Old IFS,No,Yes,Yes,No,AMEL,Yes,Yes,UNHCR/Amel ,مؤسسة عامل
62254_31_001,35.37590116,33.23533101,62254,62039,South,الجنوب,Sour,صور,Chehabiye,chhabieh,Chhabieh health center,Chhabieh health center,مستوصف الشهابية,Kawthar zein eddine,07-410407,,70-060407,shahabiya.center@yahoo.com,New180,Old IFS,No,No,No,No,No,No,No,Directed by Imam Sadr foundation,مؤسسات الامام الصدر
62231_31_001,35.30788131,33.27073097,62231,62023,South,الجنوب,Sour,صور,Maarake,Maaraka,Haydar khalil health center,Haydar khalil health center,مستوصف الشهيد حيدر خليل/معركة,Dr.Nasser Nejem,07-315989,07-315155,03-890407 / 03-678644,hanien_84@hotmail.com,New180,Old_list_ifs,Probation,Yes,No,No,IMC,No,No,Directed by Maaraka health &social association,جمعية معركة الصحية الاجتماعية
62229_31_001,35.299328,33.208286,62229,62018,South,الجنوب,Sour,صور,Qana,Kana,Kana PHC center,Kana PHC center,الرعاية الصحية الاولية - مستشفى قانا الحكومي,Dr. Mohamad Sayegh,07-430537,,03-822542,qana.hospital@gmail.com / moh.dakhlallah@gmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Directed by the municipality, مراكز وزارة الصحة العامة بادارة بلديات
62241_31_001,35.30924724,33.18980832,62241,62058,South,الجنوب,Sour,صور,Sadiqine,Siddiqine,"IHS (Islamic Health Care Society) Clinic,
Primary Healthcare",IHS -Islamic Health Care Society PHC,,"Youssef Hamoudi /  Dr Mohamad Korkomaz
",07-764529,,,,No,No,No,Yes,No,No,IMC,No,Yes,IMC,
62241_31_002,35.30735,33.1934,62241,62058,South,الجنوب,Sour,صور,Sadiqine,Siddikin,Siddikin health center,Siddikin health center, مركز صديقين - صور,Souad Zamat,07-430436,,,siddiqine@imamsadrfoundation.org.lb,New180,Old_list_ifs,No,No,No,No,No,No,No,Directed by Imam Sadr foundation,جمعية مؤسسات الامام الصدر
62111_31_001,35.20909315,33.26515262,62111,62006,South,الجنوب,Sour,صور,Sour,Sour-Jel El Bahr,Al Kayan-Tyre,Al Kayan-Tyre,,Dr.Salim Deeb,07-347546,,71-332627,salim_deeb@hotmail.com,New180,Old_list_ifs,No,Yes,No,No, BPRM - IOM,No,Yes,IOM,جمعية تجمع لبنان الواحد الكيان
62111_31_002,35.19434152,33.27028101,62111,62006,South,الجنوب,Sour,صور,Sour,Tyre-Bass,Tyre PHC center,Tyre PHC center,مركز الرعاية الصحية الأولية- مستشفى صور,Dr. Salman zein eddine,07-740293 / 07-343630,07-343639,03-448971,H-Kourani@hotmail.com,New180,Old_list_ifs,Probation,No,No,No,No,No,No,the center is within Tyre governmental hospital, وزارة الصحة العامة
62111_31_003,35.20020476,33.27090767,62111,62006,South,الجنوب,Sour,صور,Sour,"Tyre,Maashouk","Islamic health society, Maashouk,","Islamic health society, Maashouk,",مركز الامام الخميني,Mohamad zaraket,07-345901,,70-794465,lkmc1995@hotmail.com,New180,Old IFS,No,Yes,No,No,private fund - IMC,No,Yes,IMC,الهيئة الصحية الاسلامية
62111_31_004,35.19251665,33.27411665,62111,62006,South,الجنوب,Sour,صور,Sour,"Sour, Abou Deeb",Amel Primary Health Care center Tyre,Amel Primary Health Care center Tyre,,"Dr Darwish: 
",07-343108,,,,No,No,No,Yes,Yes,No,AMEL,Yes,Yes,UNHCR/ IMC,
62111_31_005,35.19251665,33.27411665,62111,62006,South,الجنوب,Sour,صور,Sour,Sour,MOSA SDC - Sour,MOSA SDC - Sour,,,07-345285,,,,No,No,No,No,No,No,No,No,No,MOSA, وزارة الشؤون الاجتماعية
62266_31_001,35.39668115,33.28194092,62266,62046,South,الجنوب,Sour,صور,Srifa,Srifa,Srifa municipality center,Srifa municipality center,مستوصف بلدية صريفا,Dr. Hassan najdi,07-385092,,70-301853,samir_najdi@hotmail.com,New180,Old IFS,Probation,No,No,No,No,No,No,Directed by the municipality, بلديات
62308_31_001,35.23501136,33.10633131,62308,62068ND,South,الجنوب,Sour,صور,Yarine,Yareen,Yareen medical center,Yareen medical center,مستوصف يارين الصحي الخيري,sheikh Hani Khodor,07-475440,,03-940149,mr_abc_2010@hotmail.com,New180,Old_list_ifs,No,No,No,No,No,No,No,Directed by Islamic association for care & development,الجمعية الاسلامية للرعاية و الانماء
10310_31_006,35.516111,33.873333,10310,10009,Beirut,بيروت,Beirut,بيروت,Mazraa foncière,Mazraa,Restart Lebanon Beirut,Restart Lebanon Beirut,,Rita Slim,01- 385358,01- 385358,03-134575,rita@restartcenter.com,No,No,No,Yes,Yes,No,Restart,Yes,No,Restart Lebanon Beirut,
23321_31_001,35.389343,33.600132,23321,23003,Mount Lebanon,جبل لبنان,Chouf, الشوف,Rmeilet Ech-Chouf,Rmeilet Ech-Chouf,Caritas Lebanon Migrants Center -CLMC & Community Center,Caritas Lebanon Migrants Center and CCenter,,Victoria Mchantaf,07-990496,,70-251290,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
21166_31_002,35.5154,33.831848,21166,21005,Mount Lebanon,جبل لبنان,Baabda,بعبدا,Laylake,Laylake,Caritas Lebanon Migrants Center -CLMC,Caritas Lebanon Migrants Center -CLMC,,Hasnaa Sojod, 01-466470,,70-157789,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
53111_31_005,36.193467,33.998628,53111,53001,Baalbek-El Hermel,بعلبك - الهرمل,Baalbek,بعلبك,Baalbek,Baalbek,Caritas Lebanon Migrants Center - CLMC,Caritas Lebanon Migrants Center - CLMC,,Bernadette Hajj Moussa,,,70-828849,,No,No,No,No,No,Caritas,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
22111_31_003,35.544895,33.89386,22111,22001,Mount Lebanon,جبل لبنان,El Meten,المتن,Bourj Hammoud,Borj Hammoud,Caritas Lebanon Migrants Center (CLMC) & Community Center,Caritas Lebanon Migrants Center and CCenter,,Mireille Salem,01-254103,,76-412 088,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
22467_31_001,35.597275,33.951157,22467,22012,Mount Lebanon,جبل لبنان,El Meten,المتن,Zouk El-Kharab,Zouk El-Kharab,Caritas Lebanon Migrants Center -CLMC,Caritas Lebanon Migrants Center -CLMC,,Mireille Abi Mansour,04-546270,,70-191182,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
22155_31_002,35.536308,33.867547,22155,22004,Mount Lebanon,جبل لبنان,El Meten,المتن,Sinn El-Fil,Sinn El-Fil,Caritas Lebanon Migrants Center -CLMC,Caritas Lebanon Migrants Center -CLMC,,Joumana Khoury,01-502550,,03-310471,,No,No,No,No,No,No,No,Yes,No,Caritas Lebanon Migrants Center,مؤسسة كاريتاس
